COD_LATTES_16	TIPVIN	GENERO	PPG_NOME	INSTITUICAO
6493679032893430	PERMANENTE	Masculino	CIÊNCIA DA INFORMAÇÃO	UNIVERSIDADE FEDERAL DE SANTA CATARINA
4687858846001290	PERMANENTE	Masculino	CIÊNCIA DA INFORMAÇÃO	UNIVERSIDADE FEDERAL DE SANTA CATARINA
1030772767470294	COLABORADOR	Masculino	CIÊNCIA DA INFORMAÇÃO	UNIVERSIDADE FEDERAL DE SANTA CATARINA
1818999454664723	PERMANENTE	Feminino	CIÊNCIA DA INFORMAÇÃO	UNIVERSIDADE FEDERAL DE SANTA CATARINA
6259487897392078	PERMANENTE	Masculino	CIÊNCIA DA INFORMAÇÃO	UNIVERSIDADE FEDERAL DE SANTA CATARINA
6923013263292185	PERMANENTE	Masculino	CIÊNCIA DA INFORMAÇÃO	UNIVERSIDADE FEDERAL DE SANTA CATARINA
4588973096462209	PERMANENTE	Masculino	CIÊNCIA DA INFORMAÇÃO	UNIVERSIDADE FEDERAL DE SANTA CATARINA
0144377022254487	PERMANENTE	Masculino	CIÊNCIA DA INFORMAÇÃO	UNIVERSIDADE FEDERAL DE SANTA CATARINA
1501432966944448	PERMANENTE	Masculino	CIÊNCIA DA INFORMAÇÃO	UNIVERSIDADE FEDERAL DE SANTA CATARINA
1307713177150719	PERMANENTE	Feminino	CIÊNCIA DA INFORMAÇÃO	UNIVERSIDADE FEDERAL DE SANTA CATARINA
3186874576738250	PERMANENTE	Feminino	CIÊNCIA DA INFORMAÇÃO	UNIVERSIDADE FEDERAL DE SANTA CATARINA
8153758173673961	PERMANENTE	Masculino	CIÊNCIA DA INFORMAÇÃO	UNIVERSIDADE FEDERAL DE SANTA CATARINA
7540571280471559	PERMANENTE	Feminino	CIÊNCIA DA INFORMAÇÃO	UNIVERSIDADE FEDERAL DE SANTA CATARINA
7379964103715413	PERMANENTE	Feminino	CIÊNCIA DA INFORMAÇÃO	UNIVERSIDADE FEDERAL DE SANTA CATARINA
1852532441492950	COLABORADOR	Masculino	CIÊNCIA DA INFORMAÇÃO	UNIVERSIDADE FEDERAL DE SANTA CATARINA
6722222615474343	PERMANENTE	Feminino	CIÊNCIA DA INFORMAÇÃO	UNIVERSIDADE FEDERAL DE SANTA CATARINA
5163191593965425	COLABORADOR	Feminino	CIÊNCIA DA INFORMAÇÃO	UNIVERSIDADE FEDERAL DE SANTA CATARINA
0352307428831262	COLABORADOR	Feminino	CIÊNCIA DA INFORMAÇÃO	UNIVERSIDADE DO ESTADO DE SANTA CATARINA
1234859590624941	PERMANENTE	Masculino	CIÊNCIA DA INFORMAÇÃO	UNIVERSIDADE DO ESTADO DE SANTA CATARINA
5860437073918922	PERMANENTE	Masculino	CIÊNCIA DA INFORMAÇÃO	UNIVERSIDADE DO ESTADO DE SANTA CATARINA
9176485678404469	VISITANTE	Feminino	CIÊNCIA DA INFORMAÇÃO	UNIVERSIDADE DO ESTADO DE SANTA CATARINA
6462168333441667	PERMANENTE	Feminino	CIÊNCIA DA INFORMAÇÃO	UNIVERSIDADE DO ESTADO DE SANTA CATARINA
9181524134984137	VISITANTE	Feminino	CIÊNCIA DA INFORMAÇÃO	UNIVERSIDADE DO ESTADO DE SANTA CATARINA
2805777083019311	COLABORADOR	Feminino	CIÊNCIA DA INFORMAÇÃO	UNIVERSIDADE DO ESTADO DE SANTA CATARINA
9018524527620180	PERMANENTE	Feminino	CIÊNCIA DA INFORMAÇÃO	UNIVERSIDADE DO ESTADO DE SANTA CATARINA
5548053465975710	PERMANENTE	Masculino	CIÊNCIA DA INFORMAÇÃO	UNIVERSIDADE DO ESTADO DE SANTA CATARINA
1247317226007147	PERMANENTE	Feminino	CIÊNCIA DA INFORMAÇÃO	UNIVERSIDADE DO ESTADO DE SANTA CATARINA
8082687123726293	COLABORADOR	Feminino	CIÊNCIA DA INFORMAÇÃO	UNIVERSIDADE DO ESTADO DE SANTA CATARINA
1599118875018269	PERMANENTE	Masculino	CIÊNCIA DA INFORMAÇÃO	UNIVERSIDADE DO ESTADO DE SANTA CATARINA
1061253090585911	PERMANENTE	Feminino	CIÊNCIA DA INFORMAÇÃO	UNIVERSIDADE DO ESTADO DE SANTA CATARINA
4713882118791156	PERMANENTE	Feminino	CIÊNCIA DA INFORMAÇÃO	UNIVERSIDADE DO ESTADO DE SANTA CATARINA
1820349689685348	COLABORADOR	Masculino	CIÊNCIA DA INFORMAÇÃO	UNIVERSIDADE DO ESTADO DE SANTA CATARINA
5814859475637460	PERMANENTE	Masculino	CIÊNCIA DA INFORMAÇÃO	UNIVERSIDADE DO ESTADO DE SANTA CATARINA
2491699071811572	PERMANENTE	Masculino	CIÊNCIA DA INFORMAÇÃO	UNIVERSIDADE DO ESTADO DE SANTA CATARINA
0155235005204514	COLABORADOR	Feminino	CIÊNCIA DA INFORMAÇÃO	UNIVERSIDADE DO ESTADO DE SANTA CATARINA
5098869785865293	PERMANENTE	Feminino	CIÊNCIA DA INFORMAÇÃO	UNIVERSIDADE DO ESTADO DE SANTA CATARINA
6918685083135065	PERMANENTE	Feminino	CIÊNCIA DA INFORMAÇÃO	UNIVERSIDADE DO ESTADO DE SANTA CATARINA
0024847996183993	COLABORADOR	Feminino	CIÊNCIA DA INFORMAÇÃO	UNIVERSIDADE DO ESTADO DE SANTA CATARINA
4660698668153332	PERMANENTE	Feminino	CIÊNCIA DA INFORMAÇÃO	UNIVERSIDADE DO ESTADO DE SANTA CATARINA
9156522374815871	VISITANTE	Feminino	CIÊNCIA DA INFORMAÇÃO	UNIVERSIDADE DO ESTADO DE SANTA CATARINA
2943569686047674	PERMANENTE	Masculino	CIÊNCIA DA INFORMAÇÃO	UNIVERSIDADE DO ESTADO DE SANTA CATARINA
2944177079112954	PERMANENTE	Feminino	CIÊNCIA DA INFORMAÇÃO	UNIVERSIDADE DO ESTADO DE SANTA CATARINA
3995942647359410	PERMANENTE	Feminino	CIÊNCIA DA INFORMAÇÃO	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL
5627209208288722	PERMANENTE	Feminino	CIÊNCIA DA INFORMAÇÃO	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL
4834791532698069	PERMANENTE	Feminino	CIÊNCIA DA INFORMAÇÃO	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL
1458850189170755	COLABORADOR	Feminino	CIÊNCIA DA INFORMAÇÃO	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL
5900345665779424	PERMANENTE	Masculino	CIÊNCIA DA INFORMAÇÃO	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL
6542370154854198	PERMANENTE	Masculino	CIÊNCIA DA INFORMAÇÃO	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL
0229801641242896	PERMANENTE	Feminino	CIÊNCIA DA INFORMAÇÃO	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL
1734997653639992	PERMANENTE	Feminino	CIÊNCIA DA INFORMAÇÃO	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL
0339496971217162	PERMANENTE	Masculino	CIÊNCIA DA INFORMAÇÃO	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL
1304688580274983	PERMANENTE	Masculino	CIÊNCIA DA INFORMAÇÃO	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL
5118387541734094	PERMANENTE	Feminino	CIÊNCIA DA INFORMAÇÃO	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL
0569672544113959	PERMANENTE	Masculino	CIÊNCIA DA INFORMAÇÃO	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL
6563330119993372	PERMANENTE	Feminino	CIÊNCIA DA INFORMAÇÃO	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL
4635807083312321	PERMANENTE	Masculino	CIÊNCIA DA INFORMAÇÃO	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL
5243732207004083	PERMANENTE	Feminino	CIÊNCIA DA INFORMAÇÃO	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL
3991129099537472	PERMANENTE	Masculino	CIÊNCIA DA INFORMAÇÃO	UNIVERSIDADE DE BRASÍLIA
7080112300092250	PERMANENTE	Masculino	CIÊNCIA DA INFORMAÇÃO	UNIVERSIDADE DE BRASÍLIA
3092147925440268	PERMANENTE	Masculino	CIÊNCIA DA INFORMAÇÃO	UNIVERSIDADE DE BRASÍLIA
3170566653824541	PERMANENTE	Feminino	CIÊNCIA DA INFORMAÇÃO	UNIVERSIDADE DE BRASÍLIA
5059429476738704	PERMANENTE	Feminino	CIÊNCIA DA INFORMAÇÃO	UNIVERSIDADE DE BRASÍLIA
8046282601245273	PERMANENTE	Feminino	CIÊNCIA DA INFORMAÇÃO	UNIVERSIDADE DE BRASÍLIA
4752236489901895	PERMANENTE	Masculino	CIÊNCIA DA INFORMAÇÃO	UNIVERSIDADE DE BRASÍLIA
7191530003940077	PERMANENTE	Feminino	CIÊNCIA DA INFORMAÇÃO	UNIVERSIDADE DE BRASÍLIA
2683882609392455	PERMANENTE	Masculino	CIÊNCIA DA INFORMAÇÃO	UNIVERSIDADE DE BRASÍLIA
7846212059366799	PERMANENTE	Masculino	CIÊNCIA DA INFORMAÇÃO	UNIVERSIDADE DE BRASÍLIA
7033301273963724	PERMANENTE	Feminino	CIÊNCIA DA INFORMAÇÃO	UNIVERSIDADE DE BRASÍLIA
8531105272766089	PERMANENTE	Masculino	CIÊNCIA DA INFORMAÇÃO	UNIVERSIDADE DE BRASÍLIA
4609811632387529	PERMANENTE	Feminino	CIÊNCIA DA INFORMAÇÃO	UNIVERSIDADE DE BRASÍLIA
5810994575541911	PERMANENTE	Feminino	CIÊNCIA DA INFORMAÇÃO	UNIVERSIDADE DE BRASÍLIA
9941441906608746	PERMANENTE	Masculino	CIÊNCIA DA INFORMAÇÃO	UNIVERSIDADE DE BRASÍLIA
5541636086123721	PERMANENTE	Feminino	CIÊNCIA DA INFORMAÇÃO	UNIVERSIDADE DE BRASÍLIA
7471330631188406	PERMANENTE	Feminino	CIÊNCIA DA INFORMAÇÃO	UNIVERSIDADE DE BRASÍLIA
7851064698387435	COLABORADOR	Masculino	CIÊNCIA DA INFORMAÇÃO	UNIVERSIDADE DE BRASÍLIA
8175059045027748	COLABORADOR	Masculino	CIÊNCIA DA INFORMAÇÃO	UNIVERSIDADE DE BRASÍLIA
3774617443225038	PERMANENTE	Masculino	CIÊNCIA DA INFORMAÇÃO	UNIVERSIDADE DE BRASÍLIA
7471118579735377	COLABORADOR	Feminino	CIÊNCIA DA INFORMAÇÃO	UNIVERSIDADE DE BRASÍLIA
1923828283438124	COLABORADOR	Masculino	CIÊNCIA DA INFORMAÇÃO	UNIVERSIDADE DE BRASÍLIA
2413567691663920	COLABORADOR	Feminino	CIÊNCIA DA INFORMAÇÃO	UNIVERSIDADE DE BRASÍLIA
3364096778603273	PERMANENTE	Masculino	CIÊNCIA DA INFORMAÇÃO	UNIVERSIDADE DE BRASÍLIA
